shapeid,partid,x,y
"17","0",577892.768445524,5826363.49070321
"17","0",577893.804308023,5826343.57008714
"18","0",577834.89201733,5826363.5031787
"18","0",577831.780047316,5826370.81878234
"18","0",577844.253799515,5826376.10185747
"18","0",577847.365785355,5826368.78626158
"18","0",577834.89201733,5826363.5031787
"19","0",577890.822735021,5826366.08534158
"19","0",577890.108856667,5826376.00915025
"19","0",577895.436439417,5826376.3833266
"19","0",577896.150328578,5826366.45951861
"19","0",577890.822735021,5826366.08534158
"20","0",577908.892724879,5826369.76667985
"20","0",577907.55763988,5826385.92206232
"20","0",577917.797890544,5826386.76397517
"20","0",577919.133009328,5826370.60859517
"20","0",577908.892724879,5826369.76667985
"21","0",577876.893111003,5826387.9477306
"21","0",577890.296372609,5826388.90674203
"21","0",577890.879016579,5826380.83882162
"21","0",577877.475732868,5826379.87980881
"21","0",577876.893111003,5826387.9477306
"22","0",577866.148051038,5826390.29091565
"22","0",577854.403326164,5826389.44739571
"22","0",577853.148614349,5826406.95027006
"22","0",577881.056691215,5826410.33208753
"22","0",577881.703526861,5826402.48770169
"22","0",577866.148051038,5826390.29091565
"23","0",577902.65870138,5826405.42507896
"23","0",577901.633012,5826417.90281158
"23","0",577912.969727658,5826418.82894741
"23","0",577914.002043903,5826406.3624477
"23","0",577902.65870138,5826405.42507896
"24","0",577818.989598211,5826422.02661829
"24","0",577835.08038751,5826422.73900834
"24","0",577835.525619617,5826412.65515657
"24","0",577819.434797105,5826411.94276537
"24","0",577818.989598211,5826422.02661829
"25","0",577886.076052925,5826457.68487449
"25","0",577903.321522905,5826458.22675876
"25","0",577903.702538286,5826446.22827711
"25","0",577886.457025946,5826445.68639189
"25","0",577886.076052925,5826457.68487449
"26","0",577855.7479851,5826462.44180502
"26","0",577874.260050323,5826463.02601629
"26","0",577874.617873231,5826451.62794848
"26","0",577856.105764811,5826451.04373626
"26","0",577855.7479851,5826462.44180502
"27","0",577999.863560073,5825807.32629889
"27","0",578003.580462488,5825822.02693219
"27","0",578011.910099508,5825819.92360972
"27","0",578008.193220109,5825805.22296991
"27","0",577999.863560073,5825807.32629889
"28","0",577951.731017725,5825813.89028045
"28","0",577950.345942981,5825831.89170023
"28","0",577962.524428301,5825832.82021405
"28","0",577963.902771713,5825814.81868921
"28","0",577951.731017725,5825813.89028045
"29","0",578011.584210483,5825825.90399519
"29","0",577997.028007397,5825829.5656791
"29","0",577999.119052063,5825837.84313288
"29","0",578013.682008586,5825834.1815635
"29","0",578011.584210483,5825825.90399519
"30","0",577949.207561888,5825833.99854064
"30","0",577948.361133731,5825844.99940887
"30","0",577963.138938351,5825846.13625997
"30","0",577963.985577124,5825835.12427119
"30","0",577949.207561888,5825833.99854064
"31","0",577990.540059225,5825983.86359184
"31","0",577989.95375886,5825995.54727103
"31","0",578000.890750774,5825996.10006223
"31","0",578001.477077288,5825984.41638409
"31","0",577990.540059225,5825983.86359184
"32","0",577973.449295572,5825990.08829084
"32","0",577961.008931188,5825989.45595463
"32","0",577959.828810744,5826012.87882513
"32","0",577983.016699488,5826014.03863838
"32","0",577983.501862173,5826004.44496275
"32","0",577973.449295572,5825990.08829084
"33","0",577945.945175351,5826007.12797015
"33","0",577945.689966482,5826012.93147659
"33","0",577955.314004993,5826013.36309892
"33","0",577955.576001144,5826007.55970094
"33","0",577945.945175351,5826007.12797015
"34","0",578005.385418852,5826017.68875508
"34","0",578020.272140572,5826018.33800315
"34","0",578020.835967255,5826005.51915251
"34","0",578005.949206479,5826004.86990309
"34","0",578005.385418852,5826017.68875508
"35","0",577937.410381276,5826028.92048111
"35","0",577942.011341154,5826028.98272064
"35","0",577942.058129579,5826025.62352798
"35","0",577937.456989184,5826025.57241124
"35","0",577937.410381276,5826028.92048111
"36","0",577985.033431598,5826030.79263247
"36","0",577984.912483085,5826032.42617
"36","0",577999.440428709,5826033.47015413
"36","0",577999.561382071,5826031.83661692
"36","0",577985.033431598,5826030.79263247
"37","0",578023.742520203,5826037.85212505
"37","0",578026.085363627,5826032.89411623
"37","0",578022.905878682,5826032.52071891
"37","0",578017.530939047,5826033.39172768
"37","0",578017.118411773,5826037.1567315
"37","0",578023.742520203,5826037.85212505
"38","0",577975.099725816,5826030.65640255
"38","0",577972.077212451,5826037.86209443
"38","0",577978.782975581,5826040.66147308
"38","0",577981.812273187,5826033.45589335
"38","0",577975.099725816,5826030.65640255
"39","0",577982.671852637,5826042.02521492
"39","0",578006.807918103,5826044.06807148
"39","0",578007.350770936,5826037.65724721
"39","0",577983.214496421,5826035.62551108
"39","0",577982.671852637,5826042.02521492
"40","0",577956.883130864,5826047.98882127
"40","0",577970.928643869,5826048.25735907
"40","0",577971.123276213,5826038.18064587
"40","0",577957.077556843,5826037.92323057
"40","0",577956.883130864,5826047.98882127
"41","0",578054.49491285,5826058.90328537
"41","0",578055.203978606,5826040.3904316
"41","0",578034.89043703,5826039.6210555
"41","0",578034.414986242,5826051.99629175
"41","0",578044.75471404,5826058.53636437
"41","0",578054.49491285,5826058.90328537
"42","0",577947.137869398,5826055.5879627
"42","0",577953.92755998,5826055.67399323
"42","0",577954.03066375,5826047.50942803
"42","0",577947.23418603,5826047.42328941
"42","0",577947.137869398,5826055.5879627
"43","0",578000.368403032,5826068.33043195
"43","0",578006.870616705,5826063.07164674
"43","0",578007.568496124,5826045.24840098
"43","0",577999.372796276,5826044.9284722
"43","0",577987.569824406,5826060.4272713
"43","0",577987.328422838,5826067.91096741
"43","0",578000.368403032,5826068.33043195
"44","0",577925.224347208,5826064.2058043
"44","0",577925.129270553,5826071.86984396
"44","0",577937.475417149,5826072.0221899
"44","0",577937.570513164,5826064.3581503
"44","0",577925.224347208,5826064.2058043
"45","0",578031.308425538,5826075.49965646
"45","0",578042.355544495,5826080.60468657
"45","0",578048.665582488,5826067.00978938
"45","0",578037.61843846,5826061.90474533
"45","0",578031.308425538,5826075.49965646
"46","0",577929.854365356,5826321.30386282
"46","0",577935.181651196,5826321.70032755
"46","0",577935.879093908,5826312.38817137
"46","0",577930.558573358,5826311.99181402
"46","0",577929.854365356,5826321.30386282
"47","0",577954.142605967,5826310.32080725
"47","0",577952.908537561,5826325.23172052
"47","0",577966.390782714,5826326.34795511
"47","0",577967.625069614,5826311.42592203
"47","0",577954.142605967,5826310.32080725
"48","0",577955.156756476,5826361.45925873
"48","0",577971.601684875,5826362.50038551
"48","0",577972.288209001,5826351.75285153
"48","0",577968.563797268,5826343.49384289
"48","0",577960.073851211,5826342.95788615
"48","0",577955.771477359,5826351.81201558
"48","0",577955.156756476,5826361.45925873
"49","0",577927.382904288,5826375.14588127
"49","0",577926.45129633,5826389.79460791
"49","0",577943.803316104,5826390.89460948
"49","0",577944.74175139,5826376.2459937
"49","0",577927.382904288,5826375.14588127
"50","0",577924.817059861,5826413.2325058
"50","0",577939.101920097,5826414.15008166
"50","0",577939.926540331,5826401.11286639
"50","0",577925.648239961,5826400.20651933
"50","0",577924.817059861,5826413.2325058
"51","0",577954.638520732,5826461.50380647
"51","0",577955.889217728,5826472.31562103
"51","0",577971.626798817,5826470.51956327
"51","0",577970.38308857,5826459.69672969
"51","0",577954.638520732,5826461.50380647
"52","0",577951.975712584,5826477.61575278
"52","0",577951.810329433,5826487.55943137
"52","0",577963.700602353,5826487.76022689
"52","0",577963.866187143,5826477.80542567
"52","0",577951.975712584,5826477.61575278
"53","0",578072.205623574,5826091.083335
"53","0",578071.403513872,5826095.89904791
"53","0",578075.75000319,5826096.61376267
"53","0",578076.551939426,5826091.80917323
"53","0",578072.205623574,5826091.083335
"54","0",578106.424102329,5826192.92894819
"54","0",578111.928854377,5826195.37555557
"54","0",578114.086822817,5826190.53701472
"54","0",578108.58206624,5826188.09040495
"54","0",578106.424102329,5826192.92894819
"55","0",578091.90560764,5826274.03648999
"55","0",578095.768800997,5826282.93197452
"55","0",578102.122266933,5826280.18533628
"55","0",578098.259082628,5826271.28984667
"55","0",578091.90560764,5826274.03648999
"56","0",578107.208997379,5826319.38437354
"56","0",578094.471376211,5826325.95633942
"56","0",578098.994577572,5826334.68436438
"56","0",578111.73218287,5826328.11241036
"56","0",578107.208997379,5826319.38437354
"57","0",578132.121440263,5826359.25634848
"57","0",578132.960737648,5826364.40981271
"57","0",578145.170736931,5826362.43552759
"57","0",578144.331451935,5826357.28206115
"57","0",578132.121440263,5826359.25634848
"58","0",578150.026681085,5826361.79000674
"58","0",578150.449622144,5826366.7031783
"58","0",578156.761019455,5826366.15881734
"58","0",578156.337906781,5826361.25676798
"58","0",578150.026681085,5826361.79000674
"59","0",578182.292829395,5826359.64703183
"59","0",578178.001190466,5826360.17916534
"59","0",578179.128527447,5826369.35360398
"59","0",578183.41338316,5826368.82136314
"59","0",578182.292829395,5826359.64703183
"60","0",578142.171496925,5826377.93009524
"60","0",578141.377278129,5826367.41479005
"60","0",578136.546112634,5826367.78257441
"60","0",578131.864421587,5826373.63769465
"60","0",578132.244593484,5826378.68368826
"60","0",578142.171496925,5826377.93009524
"61","0",578171.725098677,5826371.22667199
"61","0",578172.468547848,5826379.82756092
"61","0",578182.783964691,5826378.93563118
"61","0",578182.040533421,5826370.33474052
"61","0",578171.725098677,5826371.22667199
"62","0",578222.358708574,5826371.94780657
"62","0",578209.647832031,5826373.03495772
"62","0",578211.391779031,5826393.2225378
"62","0",578224.102603792,5826392.13539164
"62","0",578222.358708574,5826371.94780657
"63","0",578170.997055414,5826390.05074315
"63","0",578172.5064201,5826407.54214782
"63","0",578180.826459639,5826406.8296866
"63","0",578179.323899646,5826389.33838748
"63","0",578170.997055414,5826390.05074315
"64","0",578219.303219206,5826400.68095339
"64","0",578219.965410474,5826407.57832756
"64","0",578224.879451025,5826407.11182208
"64","0",578224.223863861,5826400.22567843
"64","0",578219.303219206,5826400.68095339
"65","0",578225.631381692,5826409.24885627
"65","0",578209.272856098,5826411.71283128
"65","0",578209.714220172,5826414.62368827
"65","0",578226.072558316,5826412.17083762
"65","0",578225.631381692,5826409.24885627
"66","0",578136.184644729,5826412.85789932
"66","0",578136.794010851,5826420.09930982
"66","0",578142.243276097,5826419.64127899
"66","0",578141.6337401,5826412.41099054
"66","0",578136.184644729,5826412.85789932
"67","0",578226.886662739,5826427.35925277
"67","0",578226.176968217,5826416.65614506
"67","0",578219.107861866,5826417.12153409
"67","0",578214.91233271,5826423.08448837
"67","0",578215.245164228,5826428.11860781
"67","0",578226.886662739,5826427.35925277
"68","0",578425.128400916,5826080.14498167
"68","0",578425.867330051,5826066.61691752
"68","0",578408.206992232,5826065.65491981
"68","0",578407.706735724,5826074.87006084
"68","0",578414.388653521,5826079.56102307
"68","0",578425.128400916,5826080.14498167
"69","0",578428.595823981,5826090.87012053
"69","0",578457.615414309,5826092.23703174
"69","0",578458.279015793,5826078.34061422
"69","0",578429.252567172,5826076.97359114
"69","0",578428.595823981,5826090.87012053
"70","0",578412.020645638,5826100.00536112
"70","0",578425.732221877,5826100.38110895
"70","0",578426.359065571,5826082.0115866
"70","0",578412.118928949,5826081.62735885
"70","0",578412.020645638,5826100.00536112
"71","0",578417.566560613,5826101.57404714
"71","0",578417.184875845,5826109.73415331
"71","0",578439.621753192,5826110.7839663
"71","0",578440.010251156,5826102.62397026
"71","0",578417.566560613,5826101.57404714
"72","0",578402.600353906,5826106.74102325
"72","0",578402.188910953,5826115.49031228
"72","0",578410.451169581,5826115.87874152
"72","0",578410.869403047,5826107.12956174
"72","0",578402.600353906,5826106.74102325
"73","0",578294.400702585,5826277.08702142
"73","0",578295.424259919,5826286.80498503
"73","0",578302.158532937,5826286.10069841
"73","0",578301.134988743,5826276.38273328
"73","0",578294.400702585,5826277.08702142
"74","0",578443.453476947,5826331.4783701
"74","0",578438.43810043,5826329.80690543
"74","0",578433.76590027,5826330.8222371
"74","0",578435.931172949,5826340.7476972
"74","0",578445.037347422,5826338.77997313
"74","0",578443.453476947,5826331.4783701
"75","0",578423.208290703,5826336.66067265
"75","0",578412.333714144,5826340.71393978
"75","0",578417.597630884,5826354.77222303
"75","0",578428.472002838,5826350.73009057
"75","0",578423.208290703,5826336.66067265
"76","0",578408.736855973,5826355.38660398
"76","0",578411.199971706,5826361.9568822
"76","0",578416.701956847,5826359.90903169
"76","0",578414.23884729,5826353.33875065
"76","0",578408.736855973,5826355.38660398
"77","0",578449.394601203,5826390.31721571
"77","0",578451.299783427,5826387.31049224
"77","0",578450.194321317,5826379.76067511
"77","0",578447.660370702,5826378.45167583
"77","0",578431.445679109,5826380.80596502
"77","0",578433.179769229,5826392.68262162
"77","0",578449.394601203,5826390.31721571
"78","0",578409.49343408,5826377.92819934
"78","0",578404.226084546,5826382.24945577
"78","0",578405.201836334,5826388.17283376
"78","0",578411.057678795,5826401.23929871
"78","0",578426.667682109,5826398.97537117
"78","0",578424.652791599,5826385.16947214
"78","0",578415.051726497,5826377.01606791
"78","0",578409.49343408,5826377.92819934
"79","0",578220.415572712,5826449.3178386
"79","0",578221.827535966,5826465.68401561
"79","0",578234.144679081,5826464.62397599
"79","0",578232.732578454,5826448.26891786
"79","0",578220.415572712,5826449.3178386
"80","0",578621.223539826,5826037.91371323
"80","0",578620.928773641,5826044.86251209
"80","0",578633.424949882,5826045.38617406
"80","0",578633.719733839,5826038.43737578
"80","0",578621.223539826,5826037.91371323
"81","0",578606.669691406,5826039.74900847
"81","0",578605.835970744,5826059.56153307
"81","0",578617.268848181,5826060.03467778
"81","0",578618.102436302,5826040.23327748
"81","0",578606.669691406,5826039.74900847
"82","0",578651.296560827,5826038.69792572
"82","0",578638.773443898,5826038.16265937
"82","0",578636.718548534,5826051.30238696
"82","0",578637.576369266,5826061.1735276
"82","0",578650.323028126,5826061.71238944
"82","0",578651.296560827,5826038.69792572
"83","0",578443.982340252,5826107.66088523
"83","0",578445.817541018,5826114.51036584
"83","0",578469.810307415,5826108.14222528
"83","0",578467.975315827,5826101.28161264
"83","0",578443.982340252,5826107.66088523
"84","0",578538.0801254,5826118.66217283
"84","0",578533.468264091,5826121.39173583
"84","0",578536.273052042,5826126.09845466
"84","0",578540.884731923,5826123.3800171
"84","0",578538.0801254,5826118.66217283
"85","0",578647.340832779,5826120.68606539
"85","0",578650.080643982,5826136.58422833
"85","0",578658.895194694,5826135.07947673
"85","0",578656.155589966,5826119.17018583
"85","0",578647.340832779,5826120.68606539
"86","0",578512.422429893,5826136.69630327
"86","0",578515.952719192,5826142.64961259
"86","0",578532.052783425,5826133.13994174
"86","0",578528.522506081,5826127.18662077
"86","0",578512.422429893,5826136.69630327
"87","0",578477.086430112,5826140.82384449
"87","0",578471.817910255,5826143.93231899
"87","0",578475.249465102,5826149.70600215
"87","0",578480.517981168,5826146.59753136
"87","0",578477.086430112,5826140.82384449
"88","0",578478.548031528,5826154.05346841
"88","0",578483.272769872,5826162.01742529
"88","0",578497.306449987,5826153.72053637
"88","0",578492.581725571,5826145.75656588
"88","0",578478.548031528,5826154.05346841
"89","0",578540.790183348,5826161.73977862
"89","0",578543.784346154,5826169.84287291
"89","0",578551.058815671,5826167.16723722
"89","0",578548.06448423,5826159.0752612
"89","0",578540.790183348,5826161.73977862
"90","0",578533.247351372,5826164.66700785
"90","0",578526.294545133,5826167.57035104
"90","0",578530.491153002,5826177.60636961
"90","0",578537.450544764,5826174.71426412
"90","0",578533.247351372,5826164.66700785
"91","0",578515.981019456,5826170.84249045
"91","0",578508.256525801,5826173.68895966
"91","0",578513.069468865,5826186.70541403
"91","0",578520.793945272,5826183.85895253
"91","0",578515.981019456,5826170.84249045
"92","0",578506.763608233,5826194.9038651
"92","0",578508.579635025,5826200.82963547
"92","0",578512.77501809,5826199.55082226
"92","0",578510.958995802,5826193.6250503
"92","0",578506.763608233,5826194.9038651
"93","0",578662.711127154,5826211.2849684
"93","0",578665.613915039,5826217.05028248
"93","0",578675.25463472,5826212.21003423
"93","0",578672.351854942,5826206.44471439
"93","0",578662.711127154,5826211.2849684
"94","0",578566.523451661,5826225.01336229
"94","0",578569.793865184,5826237.84932366
"94","0",578583.962058823,5826234.24987747
"94","0",578580.691679443,5826221.41390637
"94","0",578566.523451661,5826225.01336229
"95","0",578685.21337925,5826237.29185448
"95","0",578692.56510934,5826233.60523728
"95","0",578687.356846939,5826223.28576562
"95","0",578679.988466678,5826222.53298011
"95","0",578668.222840358,5826228.44045778
"95","0",578673.385319263,5826238.65904026
"95","0",578685.21337925,5826237.29185448
"96","0",578538.024091408,5826227.59262793
"96","0",578525.842729394,5826231.96954736
"96","0",578529.080578347,5826240.93322526
"96","0",578541.261742732,5826236.56743681
"96","0",578538.024091408,5826227.59262793
"97","0",578522.246966674,5826244.43927264
"97","0",578525.078894301,5826251.24917374
"97","0",578530.221398431,5826249.65182353
"97","0",578528.122143392,5826242.37528769
"97","0",578522.246966674,5826244.43927264
"98","0",578609.532179204,5826242.71605617
"98","0",578603.489410616,5826243.8204415
"98","0",578605.033967662,5826252.28966346
"98","0",578611.076547361,5826251.1964029
"98","0",578609.532179204,5826242.71605617
"99","0",578520.83091064,5826243.57097229
"99","0",578516.417494847,5826244.92415476
"99","0",578518.749263143,5826252.49368778
"99","0",578523.162851592,5826251.12938467
"99","0",578520.83091064,5826243.57097229
"100","0",578499.430786585,5826259.4484268
"100","0",578516.62176479,5826252.03673432
"100","0",578512.702902064,5826239.47966204
"100","0",578501.525648925,5826242.949341
"100","0",578496.994335534,5826251.64358341
"100","0",578499.430786585,5826259.4484268
"101","0",578673.276581947,5826259.72931094
"101","0",578679.250849032,5826259.09118737
"101","0",578691.857417699,5826253.98719986
"101","0",578690.341815328,5826246.67548269
"101","0",578678.163332917,5826249.18295864
"101","0",578672.827888332,5826255.60559005
"101","0",578673.276581947,5826259.72931094
"102","0",578659.529661438,5826258.62911967
"102","0",578657.488850886,5826249.4175972
"102","0",578648.225326052,5826251.4602794
"102","0",578649.880590186,5826258.9411145
"102","0",578653.510421591,5826259.95633508
"102","0",578659.529661438,5826258.62911967
"103","0",578616.863368668,5826267.68871686
"103","0",578631.137189823,5826265.10354343
"103","0",578628.24192756,5826249.18063536
"103","0",578617.475323563,5826251.13244075
"103","0",578615.1257936,5826258.15944717
"103","0",578616.863368668,5826267.68871686
"104","0",578590.9003178,5826257.53620186
"104","0",578593.821187197,5826273.55962785
"104","0",578609.359334023,5826270.73883261
"104","0",578606.445109856,5826254.7266287
"104","0",578590.9003178,5826257.53620186
"105","0",578661.81951341,5826262.89372807
"105","0",578654.230277139,5826264.91884289
"105","0",578657.254114423,5826276.2155594
"105","0",578664.843334731,5826274.19044939
"105","0",578661.81951341,5826262.89372807
"106","0",578517.970891598,5826270.14873486
"106","0",578520.664916115,5826278.79215283
"106","0",578537.686034736,5826273.51393359
"106","0",578534.992036766,5826264.87050606
"106","0",578517.970891598,5826270.14873486
"107","0",578571.117687615,5826271.01396187
"107","0",578573.141443875,5826282.13878505
"107","0",578588.223983072,5826279.41073005
"107","0",578586.200259574,5826268.28590036
"107","0",578571.117687615,5826271.01396187
"108","0",578692.096656782,5826285.00942674
"108","0",578702.533555831,5826280.38231583
"108","0",578700.033721959,5826266.01219482
"108","0",578684.701364197,5826269.93745821
"108","0",578686.252035277,5826275.49188225
"108","0",578692.096656782,5826285.00942674
"109","0",578655.511462488,5826273.4950233
"109","0",578645.727195685,5826273.61579189
"109","0",578645.910431887,5826289.18355282
"109","0",578655.691730427,5826289.07394172
"109","0",578655.511462488,5826273.4950233
"110","0",578568.151382828,5826276.36222404
"110","0",578556.855895825,5826277.07071004
"110","0",578557.558643476,5826288.16316778
"110","0",578568.854105068,5826287.45468363
"110","0",578568.151382828,5826276.36222404
"111","0",578641.568351783,5826284.41865171
"111","0",578639.696345451,5826275.66600547
"111","0",578625.667551345,5826281.13664333
"111","0",578628.788251394,5826295.6835948
"111","0",578639.077463618,5826293.4904962
"111","0",578641.568351783,5826284.41865171
"112","0",578527.079098907,5826285.35921612
"112","0",578531.842019783,5826296.41677483
"112","0",578542.904043538,5826291.67698991
"112","0",578538.134366856,5826280.61931143
"112","0",578527.079098907,5826285.35921612
"113","0",578695.337714711,5826296.69906572
"113","0",578699.823768853,5826306.82890929
"113","0",578708.403556047,5826303.05083613
"113","0",578703.917515683,5826292.9209846
"113","0",578695.337714711,5826296.69906572
"114","0",578612.353566512,5826303.6855933
"114","0",578609.563853757,5826297.21008626
"114","0",578599.567654153,5826291.72012234
"114","0",578587.2634964,5826296.99609077
"114","0",578592.522781174,5826309.20763762
"114","0",578612.353566512,5826303.6855933
"115","0",578692.217868441,5826305.68287877
"115","0",578695.033913359,5826311.35781146
"115","0",578699.467710905,5826309.15956732
"115","0",578696.651490597,5826303.49575484
"115","0",578692.217868441,5826305.68287877
"116","0",578567.041400655,5826309.15396884
"116","0",578571.752149122,5826320.07722304
"116","0",578583.960660691,5826314.84418205
"116","0",578585.858808248,5826308.48856962
"116","0",578584.408422057,5826299.21981951
"116","0",578580.060149195,5826299.8953256
"116","0",578567.041400655,5826309.15396884
"117","0",578692.657641918,5826319.61930258
"117","0",578695.749476969,5826318.26725083
"117","0",578690.975872473,5826307.47636626
"117","0",578684.221937546,5826300.55871577
"117","0",578675.19853876,5826304.52995202
"117","0",578680.344950921,5826316.1612473
"117","0",578692.657641918,5826319.61930258
"118","0",578527.137953681,5826309.11345327
"118","0",578531.012454817,5826318.0984899
"118","0",578544.544833383,5826312.29696343
"118","0",578540.670351796,5826303.31191596
"118","0",578527.137953681,5826309.11345327
"119","0",578662.365709796,5826322.85876107
"119","0",578674.257293333,5826323.00566772
"119","0",578677.629241044,5826321.51348005
"119","0",578674.366296559,5826314.12913584
"119","0",578666.972468414,5826306.54479429
"119","0",578657.068619215,5826310.90241602
"119","0",578662.365709796,5826322.85876107
"120","0",578643.718386381,5826330.22425538
"120","0",578647.707467349,5826330.81135269
"120","0",578658.225710074,5826326.17433374
"120","0",578650.430609866,5826308.57045531
"120","0",578640.301580151,5826313.02461787
"120","0",578640.553270571,5826323.07514805
"120","0",578643.718386381,5826330.22425538
"121","0",578626.327727977,5826316.77165671
"121","0",578628.199609226,5826324.68987096
"121","0",578634.852813801,5826323.12806175
"121","0",578632.980942556,5826315.20984488
"121","0",578626.327727977,5826316.77165671
"122","0",578537.720174413,5826321.57735107
"122","0",578525.921116099,5826326.63907397
"122","0",578530.233292622,5826336.6435782
"122","0",578542.032331958,5826331.58186582
"122","0",578537.720174413,5826321.57735107
"123","0",578623.182658103,5826332.80877928
"123","0",578617.716682754,5826319.97083414
"123","0",578606.164131407,5826324.86944585
"123","0",578603.702955261,5826333.36324986
"123","0",578606.226243195,5826340.39075263
"123","0",578623.182658103,5826332.80877928
"124","0",578443.292345498,5826355.45158006
"124","0",578461.448635473,5826352.89485921
"124","0",578460.152436618,5826343.71763154
"124","0",578455.74764482,5826339.05202257
"124","0",578446.550546973,5826340.35072782
"124","0",578441.996113571,5826346.27435748
"124","0",578443.292345498,5826355.45158006
"125","0",578546.149641904,5826353.2874536
"125","0",578534.256151738,5826358.32538594
"125","0",578538.422797706,5826368.1050472
"125","0",578550.316269058,5826363.06712512
"125","0",578546.149641904,5826353.2874536
"126","0",578520.687634829,5826366.38486702
"126","0",578526.134372708,5826379.16676209
"126","0",578536.990622665,5826374.56829547
"126","0",578531.550682597,5826361.78649704
"126","0",578520.687634829,5826366.38486702
"127","0",578481.599713919,5826402.52734221
"127","0",578481.185077,5826386.98925886
"127","0",578470.84555242,5826387.26826158
"127","0",578456.814774692,5826392.89509934
"127","0",578457.090003954,5826403.19075433
"127","0",578481.599713919,5826402.52734221
