shapeid,partid,x,y
"0","21",577797.603559817,5826016.98057753
"0","22",577750.706225769,5826004.8417334
"0","22",577757.450982405,5826029.05823179
"0","22",577775.123305339,5826024.16598978
"0","22",577768.385403703,5825999.94957425
"0","22",577750.706225769,5826004.8417334
"0","23",577631.658485077,5826020.19420232
"0","23",577642.864451912,5826026.4245252
"0","23",577651.597814884,5826010.82052579
"0","23",577640.391998776,5826004.57906047
"0","23",577631.658485077,5826020.19420232
"0","24",577747.619179473,5826031.03795195
"0","24",577744.324736099,5826017.01177985
"0","24",577731.909662465,5826019.90724696
"0","24",577729.161274538,5826008.19277237
"0","24",577719.654944211,5826010.41697612
"0","24",577719.474090117,5826003.63298982
"0","24",577723.745884446,5826003.51177966
"0","24",577723.550573183,5825996.18802127
"0","24",577707.318368701,5825996.6085985
"0","24",577707.678937216,5826010.16532518
"0","24",577718.611133207,5826009.87136996
"0","24",577724.829815249,5826036.36069795
"0","24",577747.619179473,5826031.03795195
"0","25",577664.817355315,5826057.95837687
"0","25",577673.663279784,5826057.87643027
"0","25",577673.592337861,5826050.39889292
"0","25",577659.045665022,5826050.5348943
"0","25",577659.116629169,5826058.01243124
"0","25",577663.731150246,5826075.98685675
"0","25",577669.093420133,5826074.62573363
"0","25",577664.817355315,5826057.95837687
"0","26",577721.950638796,5826072.08376039
"0","26",577715.917911608,5826058.49246771
"0","26",577690.302254434,5826069.80051482
"0","26",577696.334859956,5826083.40289838
"0","26",577721.950638796,5826072.08376039
"0","27",577749.952620076,5826071.817069
"0","27",577759.083482299,5826080.66255358
"0","27",577765.932187755,5826073.62886864
"0","27",577756.801323941,5826064.78337137
"0","27",577749.952620076,5826071.817069
"0","28",577671.621139705,5826095.11477318
"0","28",577673.033319033,5826097.5180952
"0","28",577679.84881539,5826095.12314533
"0","28",577673.874628339,5826078.69580591
"0","28",577663.963189603,5826082.71041217
"0","28",577665.703150236,5826087.94484514
"0","28",577643.292221985,5826101.03965122
"0","28",577647.944528764,5826108.9571117
"0","28",577671.621139705,5826095.11477318
"0","29",577726.023378404,5826128.80015006
"0","29",577735.667390533,5826139.46722896
"0","29",577726.632743158,5826147.58987798
"0","29",577736.86288786,5826158.90044174
"0","29",577749.259835838,5826147.74949982
"0","29",577758.124635045,5826157.54755792
"0","29",577765.034672397,5826151.33814499
"0","29",577754.411711445,5826139.58737312
"0","29",577765.584979541,5826129.52956594
"0","29",577757.606091214,5826120.70239237
"0","29",577751.287046631,5826126.39831362
"0","29",577729.414767984,5826102.20823605
"0","29",577738.889692986,5826093.68094534
"0","29",577730.657640453,5826084.57165206
"0","29",577703.615032518,5826108.90727814
"0","29",577723.582460362,5826130.99758264
"0","29",577726.023378404,5826128.80015006
"0","30",577709.191614976,5826117.08425713
"0","30",577700.72051128,5826108.51636868
"0","30",577681.194536834,5826127.72032346
"0","30",577688.611702227,5826135.22561851
"0","30",577694.498608636,5826129.42261852
"0","30",577695.559144565,5826130.49641009
"0","30",577709.191614976,5826117.08425713
"0","31",577650.269971451,5826139.62285945
"0","31",577639.943427894,5826136.49940062
"0","31",577637.726539087,5826143.7959629
"0","31",577648.053068343,5826146.91941721
"0","31",577650.269971451,5826139.62285945
"0","32",577714.213931419,5826145.20065589
"0","32",577708.856649483,5826141.98918011
"0","32",577703.441069058,5826150.97045591
"0","32",577708.798344319,5826154.18192584
"0","32",577714.213931419,5826145.20065589
"0","33",577649.115936346,5826154.2458287
"0","33",577654.340375732,5826156.00879844
"0","33",577657.028102271,5826148.08556409
"0","33",577651.796879544,5826146.32248392
"0","33",577649.115936346,5826154.2458287
"0","34",577716.341424595,5826158.45171346
"0","34",577703.691751049,5826153.53333236
"0","34",577701.87578956,5826158.19947149
"0","34",577714.51867692,5826163.11774029
"0","34",577716.341424595,5826158.45171346
"0","35",577764.369734495,5826168.85041261
"0","35",577755.758217588,5826168.26838223
"0","35",577754.987189343,5826179.67099918
"0","35",577763.591910565,5826180.25292058
"0","35",577764.369734495,5826168.85041261
"0","36",577682.922530896,5826169.5244615
"0","36",577682.590761776,5826192.1041826
"0","36",577723.99728512,5826192.70683949
"0","36",577724.32906868,5826170.13824222
"0","36",577682.922530896,5826169.5244615
"0","37",577753.696138518,5826212.2596446
"0","37",577762.371035514,5826212.68692307
"0","37",577763.451904332,5826190.33050257
"0","37",577754.07925825,5826189.8809974
"0","37",577753.614876276,5826199.47501746
"0","37",577748.745886634,5826199.23067765
"0","37",577748.443535656,5826205.45621357
"0","37",577754.010226232,5826205.72277821
"0","37",577753.696138518,5826212.2596446
"0","38",577747.433915724,5826231.00682172
"0","38",577761.324402054,5826232.03997211
"0","38",577762.51284392,5826216.12699527
"0","38",577752.690708454,5826215.39219956
"0","38",577752.268641289,5826221.04842453
"0","38",577748.200249957,5826220.75006721
"0","38",577747.433915724,5826231.00682172
"0","39",577750.345187601,5826236.3044247
"0","39",577758.790963722,5826237.07294722
"0","39",577759.151908168,5826233.12909527
"0","39",577750.706125253,5826232.36057219
"0","39",577750.345187601,5826236.3044247
"0","40",577760.910242104,5826242.73622765
"0","40",577747.601242677,5826241.7902069
"0","40",577746.634008425,5826255.30357199
"0","40",577759.942971089,5826256.24959047
"0","40",577760.910242104,5826242.73622765
"0","41",577754.162204055,5826270.72105635
"0","41",577742.850278878,5826269.91807445
"0","41",577742.013352725,5826281.63117993
"0","41",577753.325075058,5826282.44526628
"0","41",577754.162204055,5826270.72105635
"0","42",577744.368886567,5826287.35382299
"0","42",577744.772010405,5826282.88773694
"0","42",577737.97062772,5826282.27889893
"0","42",577737.574285541,5826286.74509325
"0","42",577744.368886567,5826287.35382299
"0","43",577793.66481345,5826291.2645211
"0","43",577803.582002479,5826291.97866511
"0","43",577804.193333644,5826283.37716577
"0","43",577792.163951712,5826282.51814507
"0","43",577792.032577212,5826284.38515834
"0","43",577775.379624048,5826283.19669975
"0","43",577774.612932554,5826293.89847133
"0","43",577793.378019327,5826295.23180296
"0","43",577793.66481345,5826291.2645211
"0","44",577737.504263147,5826308.61694472
"0","44",577751.569503684,5826310.15350547
"0","44",577753.305478123,5826294.32711545
"0","44",577742.210192875,5826293.11593226
"0","44",577741.448287107,5826300.11295255
"0","44",577738.464739857,5826299.78735533
"0","44",577737.504263147,5826308.61694472
"0","45",577731.431957832,5826329.06938097
"0","45",577743.523979735,5826329.81799517
"0","45",577743.350306733,5826332.64113979
"0","45",577751.454618203,5826333.13720738
"0","45",577752.415181268,5826317.48761655
"0","45",577740.404257717,5826316.75139671
"0","45",577740.056207458,5826322.44217727
"0","45",577731.870572593,5826321.94483564
"0","45",577731.431957832,5826329.06938097
"0","46",577728.977832034,5826334.65991263
"0","46",577741.157920418,5826335.40992194
"0","46",577741.439966601,5826330.88628142
"0","46",577729.259866947,5826330.13627151
"0","46",577728.977832034,5826334.65991263
"0","47",577740.86006999,5826352.00460791
"0","47",577752.387503883,5826352.45499875
"0","47",577752.880394122,5826339.79075913
"0","47",577741.352930344,5826339.34036741
"0","47",577740.86006999,5826352.00460791
"0","48",577722.730223582,5826352.9289496
"0","48",577718.606146276,5826352.72985912
"0","48",577718.409317288,5826357.01009209
"0","48",577722.526792502,5826357.19795188
"0","48",577722.730223582,5826352.9289496
"0","49",577744.83067488,5826355.46108234
"0","49",577733.182706513,5826354.91978709
"0","49",577733.00861473,5826358.62184926
"0","49",577744.65657427,5826359.16314417
"0","49",577744.83067488,5826355.46108234
"0","50",577768.444782432,5826363.37995038
"0","50",577790.272014866,5826364.33923004
"0","50",577790.622007868,5826356.40110651
"0","50",577768.794739968,5826355.44182562
"0","50",577768.444782432,5826363.37995038
"0","51",577749.845278855,5826368.26856366
"0","51",577753.5835015,5826368.43929092
"0","51",577753.832464528,5826363.01394906
"0","51",577735.094078075,5826362.14846347
"0","51",577734.612345675,5826372.40974783
"0","51",577729.438460776,5826372.17169901
"0","51",577729.130828985,5826378.73092156
"0","51",577749.311590285,5826379.66383415
"0","51",577749.845278855,5826368.26856366
"0","52",577748.930265163,5826387.44570208
"0","52",577738.080976745,5826386.97272712
"0","52",577737.519133087,5826399.71375067
"0","52",577748.368393211,5826400.18672465
"0","52",577748.930265163,5826387.44570208
"0","53",577767.011197616,5826400.66134721
"0","53",577785.221845202,5826401.46293142
"0","53",577785.637620014,5826391.9460159
"0","53",577767.433712269,5826391.14453829
"0","53",577767.011197616,5826400.66134721
"0","54",577721.32701423,5826406.22059931
"0","54",577712.84805873,5826405.85212877
"0","54",577712.645575319,5826410.48829204
"0","54",577721.124522772,5826410.8567623
"0","54",577721.32701423,5826406.22059931
"0","55",577746.056339765,5826408.34952646
"0","55",577729.809665717,5826407.63495161
"0","55",577729.277014796,5826419.82015924
"0","55",577745.516873045,5826420.53462493
"0","55",577746.056339765,5826408.34952646
"0","56",577764.707452422,5826426.61414248
"0","56",577776.138970591,5826427.11869576
"0","56",577776.64933724,5826415.48941667
"0","56",577765.217791858,5826414.98486245
"0","56",577764.707452422,5826426.61414248
"0","57",577778.97962623,5826427.47542083
"0","57",577783.117543788,5826427.65253292
"0","57",577783.543807225,5826417.90214584
"0","57",577779.412656689,5826417.72514128
"0","57",577778.97962623,5826427.47542083
"0","58",577732.022567296,5826429.5653676
"0","58",577744.774548416,5826430.13535254
"0","58",577745.091047817,5826423.01999001
"0","58",577732.332095941,5826422.46101947
"0","58",577732.022567296,5826429.5653676
"0","59",577785.937134936,5826465.52452942
"0","59",577789.16142855,5826465.62035218
"0","59",577789.447997904,5826456.55752997
"0","59",577785.451067523,5826456.43862911
"0","59",577785.780675417,5826448.95598541
"0","59",577772.859187606,5826448.39432031
"0","59",577772.381900137,5826459.22308166
"0","59",577786.121384141,5826459.83213861
"0","59",577785.937134936,5826465.52452942
"0","60",577842.178614829,5825873.6135085
"0","60",577841.150257877,5825838.59594378
"0","60",577825.703359493,5825839.03977263
"0","60",577826.731826729,5825874.0573331
"0","60",577842.178614829,5825873.6135085
"0","61",577871.294389513,5825840.94516987
"0","61",577850.817692517,5825839.72895637
"0","61",577850.36361088,5825847.38727421
"0","61",577863.127647042,5825848.14685691
"0","61",577861.590537955,5825874.0116842
"0","61",577869.30312591,5825874.46831138
"0","61",577871.294389513,5825840.94516987
"0","62",577841.015302741,5825892.18588841
"0","62",577835.033834843,5825885.17050548
"0","62",577825.133231034,5825893.57958781
"0","62",577831.114702045,5825900.59495868
"0","62",577841.015302741,5825892.18588841
"0","63",577787.017653372,5825909.61679842
"0","63",577787.121129239,5825914.61384582
"0","63",577790.958633754,5825914.53028367
"0","63",577790.984292759,5825915.89914258
"0","63",577805.717163592,5825915.58847752
"0","63",577805.543436983,5825907.34163143
"0","63",577790.810541355,5825907.65229723
"0","63",577790.848208802,5825909.54425111
"0","63",577787.017653372,5825909.61679842
"0","64",577798.271124176,5825916.89900054
"0","64",577790.910399273,5825921.3940201
"0","64",577793.757731582,5825926.034214
"0","64",577801.121960422,5825921.54541829
"0","64",577798.271124176,5825916.89900054
"0","65",577812.372416902,5825922.00264191
"0","65",577821.624374468,5825932.61913767
"0","65",577827.809688073,5825927.25493993
"0","65",577818.080953254,5825915.94118204
"0","65",577807.530092794,5825916.44598261
"0","65",577808.77034364,5825917.87427806
"0","65",577801.857596446,5825923.87125519
"0","65",577805.465369678,5825928.00065622
"0","65",577812.372416902,5825922.00264191
"0","66",577920.735484547,5825927.86760817
"0","66",577898.971920925,5825924.91732378
"0","66",577896.668460471,5825941.86943748
"0","66",577918.431949369,5825944.81971236
"0","66",577920.735484547,5825927.86760817
"0","67",577832.379830002,5825953.09463809
"0","67",577839.461233663,5825970.19622091
"0","67",577850.165609482,5825965.78294285
"0","67",577843.08423583,5825948.68134436
"0","67",577832.379830002,5825953.09463809
"0","68",577920.171405048,5825954.74924492
"0","68",577897.640000266,5825954.05634978
"0","68",577896.722520812,5825983.55800176
"0","68",577914.227148284,5825984.1040121
"0","68",577914.753418179,5825967.24595726
"0","68",577919.779899465,5825967.40396229
"0","68",577920.171405048,5825954.74924492
"0","69",577814.948345961,5825979.45182914
"0","69",577817.383572103,5825990.81647636
"0","69",577823.293410484,5825989.55324156
"0","69",577820.864973139,5825978.18869918
"0","69",577814.948345961,5825979.45182914
"0","70",577837.351420971,5826000.11278729
"0","70",577834.974156918,5826000.00817735
"0","70",577834.46896245,5826011.30376097
"0","70",577852.037352736,5826012.09533005
"0","70",577852.645955578,5825998.56514477
"0","70",577844.877584573,5825998.21890667
"0","70",577845.592189439,5825982.28727583
"0","70",577855.067222762,5825982.71632604
"0","70",577855.46732427,5825973.76657548
"0","70",577838.569255878,5825973.0079234
"0","70",577837.351420971,5826000.11278729
"0","71",577831.663236683,5826012.99467987
"0","71",577829.655916615,5825990.93399303
"0","71",577818.639904964,5825991.93791395
"0","71",577820.647451096,5826013.98747304
"0","71",577831.663236683,5826012.99467987
"0","72",577791.672714899,5826021.26967572
"0","72",577792.742820282,5826026.42674165
"0","72",577799.671815229,5826025.00169013
"0","72",577798.601893778,5826019.83349984
"0","72",577791.672714899,5826021.26967572
"0","73",577903.950839322,5826039.90209808
"0","73",577915.589228893,5826040.66614121
"0","73",577915.866300538,5826036.46507219
"0","73",577924.586451196,5826037.04911093
"0","73",577925.290378163,5826026.47986486
"0","73",577901.99338004,5826024.94031401
"0","73",577901.289503419,5826035.50956295
"0","73",577904.227900969,5826035.7010285
"0","73",577903.950839322,5826039.90209808
"0","74",577808.978550846,5826047.06730036
"0","74",577811.571682651,5826059.58039879
"0","74",577804.839761021,5826060.97519257
"0","74",577806.017062625,5826066.63462147
"0","74",577800.583926715,5826067.76082964
"0","74",577802.560670032,5826077.27132094
"0","74",577800.949151226,5826077.60168912
"0","74",577801.66634772,5826081.08429792
"0","74",577804.855504654,5826080.42302328
"0","74",577805.403032127,5826083.06851051
"0","74",577815.140251354,5826081.06515135
"0","74",577813.957391663,5826076.60719808
"0","74",577822.865328861,5826074.75753599
"0","74",577815.017163361,5826033.87944474
"0","74",577789.830512165,5826039.07471983
"0","74",577792.210315453,5826050.51635214
"0","74",577808.978550846,5826047.06730036
"0","75",577876.694562801,5826111.6062875
"0","75",577881.494474045,5826088.11869846
"0","75",577890.134941956,5826089.8695988
"0","75",577893.486841331,5826073.46821844
"0","75",577885.312639362,5826071.80454561
"0","75",577889.032028134,5826053.60474422
"0","75",577877.97320623,5826051.34803896
"0","75",577874.252693229,5826069.55354521
"0","75",577872.017629012,5826069.09864874
"0","75",577863.859172542,5826108.98753614
"0","75",577876.694562801,5826111.6062875
"0","76",577814.59476627,5826093.61729062
"0","76",577806.585452037,5826093.08926378
"0","76",577805.997491312,5826101.9247709
"0","76",577814.013389715,5826102.46402759
"0","76",577814.59476627,5826093.61729062
"0","77",577787.503533299,5826112.46675873
"0","77",577807.218622515,5826113.77074249
"0","77",577807.770982977,5826105.4686983
"0","77",577797.933838363,5826104.81145766
"0","77",577798.496677039,5826096.27594172
"0","77",577788.618858749,5826095.61807292
"0","77",577787.503533299,5826112.46675873
"0","78",577846.121737689,5826109.89544331
"0","78",577861.306219604,5826113.10784953
"0","78",577863.979755313,5826100.56736131
"0","78",577848.795235669,5826097.35494719
"0","78",577846.121737689,5826109.89544331
"0","79",577899.766152526,5826123.01056435
"0","79",577899.753902618,5826117.82582822
"0","79",577865.756903669,5826117.91826607
"0","79",577865.769189611,5826123.10300178
"0","79",577899.766152526,5826123.01056435
"0","80",577815.856275276,5826140.38722703
"0","80",577830.989748904,5826142.54179509
"0","80",577831.790639353,5826136.93611006
"0","80",577824.839241847,5826135.94649626
"0","80",577827.128574382,5826119.86192541
"0","80",577818.946454484,5826118.69696528
"0","80",577815.856275276,5826140.38722703
"0","81",577889.550083748,5826132.9498184
"0","81",577889.414057676,5826144.46267151
"0","81",577899.571481494,5826144.58004753
"0","81",577899.700755817,5826133.06708649
"0","81",577889.550083748,5826132.9498184
"0","82",577845.285012931,5826153.4945525
"0","82",577858.570466589,5826164.44239302
"0","82",577863.953583513,5826157.94177877
"0","82",577858.742511255,5826153.64215413
"0","82",577861.83824569,5826149.90875754
"0","82",577853.764032586,5826143.24939932
"0","82",577845.285012931,5826153.4945525
"0","83",577832.357744745,5826155.2720463
"0","83",577828.777591929,5826155.0562694
"0","83",577828.576633207,5826158.31287632
"0","83",577832.151514442,5826158.53668675
"0","83",577832.357744745,5826155.2720463
"0","84",577796.870656987,5826161.81333029
"0","84",577811.15653877,5826163.56495067
"0","84",577812.519175171,5826152.47214977
"0","84",577798.233261209,5826150.72052572
"0","84",577796.870656987,5826161.81333029
"0","85",577834.07374492,5826147.63081177
"0","85",577830.005837956,5826152.40567862
"0","85",577835.280972769,5826156.9399302
"0","85",577825.844050178,5826171.16395915
"0","85",577834.95518778,5826178.67420626
"0","85",577849.936680119,5826160.57778344
"0","85",577834.07374492,5826147.63081177
"0","86",577899.827735247,5826175.70250468
"0","86",577899.999697083,5826161.08617406
"0","86",577888.195827656,5826160.94255864
"0","86",577888.030676738,5826175.55899732
"0","86",577899.827735247,5826175.70250468
"0","87",577798.166311449,5826183.02825835
"0","87",577812.38122441,5826183.69956912
"0","87",577812.830399997,5826174.21656607
"0","87",577798.615459448,5826173.54525425
"0","87",577798.166311449,5826183.02825835
"0","88",577840.221919268,5826181.6062408
"0","88",577843.158520205,5826184.46933586
"0","88",577831.879112462,5826184.1546547
"0","88",577831.782402996,5826190.22770402
"0","88",577846.038257064,5826190.45474035
"0","88",577846.291267777,5826186.71481136
"0","88",577848.302860362,5826188.26568536
"0","88",577853.623717755,5826181.8419482
"0","88",577845.542772709,5826175.18249493
"0","88",577840.221919268,5826181.6062408
"0","89",577911.185228267,5826181.31284153
"0","89",577900.097614979,5826178.75522741
"0","89",577898.736087483,5826184.66348545
"0","89",577909.823865183,5826187.20997382
"0","89",577911.185228267,5826181.31284153
"0","90",577810.363513791,5826191.66676785
"0","90",577810.529541414,5826199.96912388
"0","90",577819.546201644,5826199.7900351
"0","90",577819.380189303,5826191.48767862
"0","90",577810.363513791,5826191.66676785
"0","91",577857.431271604,5826212.13091761
"0","91",577864.412095813,5826212.54251711
"0","91",577864.615558491,5826209.13019199
"0","91",577857.634729409,5826208.71859225
"0","91",577857.431271604,5826212.13091761
"0","92",577795.111243168,5826225.51287465
"0","92",577806.663243027,5826226.14178693
"0","92",577807.502430761,5826210.89079477
"0","92",577795.950394854,5826210.26188086
"0","92",577795.111243168,5826225.51287465
"0","93",577830.051798418,5826220.59534418
"0","93",577815.710737739,5826219.76621211
"0","93",577815.09372385,5826230.42585931
"0","93",577829.434753255,5826231.25498987
"0","93",577830.051798418,5826220.59534418
"0","94",577855.282971073,5826225.31393688
"0","94",577847.379466034,5826223.19759203
"0","94",577847.880330449,5826214.7935656
"0","94",577839.335416525,5826214.29032591
"0","94",577838.845404144,5826222.504357
"0","94",577843.193587568,5826222.76610211
"0","94",577842.48922095,5826234.56693682
"0","94",577864.145853386,5826237.33729159
"0","94",577865.032513724,5826222.52096021
"0","94",577855.485541311,5826221.95722538
"0","94",577855.282971073,5826225.31393688
"0","95",577880.536566667,5826228.19729018
"0","95",577872.282985295,5826227.27586076
"0","95",577871.249362883,5826236.42690698
"0","95",577885.253268153,5826237.99624756
"0","95",577887.012008816,5826222.47064999
"0","95",577881.261651394,5826221.82273536
"0","95",577880.536566667,5826228.19729018
"0","96",577918.062869922,5826230.28623284
"0","96",577911.331489713,5826229.5336379
"0","96",577910.360154606,5826238.17389179
"0","96",577917.084747453,5826238.9263775
"0","96",577918.062869922,5826230.28623284
"0","97",577908.36995799,5826232.5014743
"0","97",577894.312015602,5826230.92008091
"0","97",577892.891221841,5826243.52502282
"0","97",577906.942352663,5826245.10630448
"0","97",577908.36995799,5826232.5014743
"0","98",577834.087832959,5826252.28976127
"0","98",577824.11636201,5826251.57469301
"0","98",577823.175619144,5826264.68794786
"0","98",577838.853842984,5826265.80541595
"0","98",577839.211176085,5826260.81570205
"0","98",577833.504567778,5826260.4021774
"0","98",577834.087832959,5826252.28976127
"0","99",577802.568299721,5826265.82844304
"0","99",577791.418803084,5826265.03906017
"0","99",577790.372589733,5826279.67485067
"0","99",577801.515100483,5826280.47524643
"0","99",577802.568299721,5826265.82844304
"0","100",577843.395473785,5826284.04589264
"0","100",577860.190520935,5826285.24797263
"0","100",577861.393986556,5826268.41182318
"0","100",577851.395449206,5826267.69626716
"0","100",577850.890143856,5826274.74186398
"0","100",577844.093586043,5826274.25533704
"0","100",577843.395473785,5826284.04589264
"0","101",577895.566774708,5826289.11597955
"0","101",577906.806768648,5826289.75128548
"0","101",577907.572420184,5826276.15684767
"0","101",577896.325442227,5826275.53255509
"0","101",577895.566774708,5826289.11597955
"0","102",577789.112233018,5826314.57811504
"0","102",577812.168689638,5826315.3901675
"0","102",577812.484571896,5826306.61708041
"0","102",577804.844183641,5826306.35081048
"0","102",577804.927910856,5826304.07139084
"0","102",577799.346720546,5826303.87128823
"0","102",577799.294299736,5826305.46141769
"0","102",577789.452777878,5826305.10450591
"0","102",577789.112233018,5826314.57811504
"0","103",577885.599403238,5826306.43548979
"0","103",577879.323182522,5826306.04620978
"0","103",577878.510497027,5826319.19487604
"0","103",577896.845209854,5826320.31036319
"0","103",577897.823868057,5826304.40518847
"0","103",577885.765497088,5826303.6678556
"0","103",577885.599403238,5826306.43548979
"0","104",577853.376828986,5826321.57585204
